Kan Kol Hamuzika,https://kanlivep2event-i.akamaihd.net/hls/live/749627/749627/master.m3u8
Kan Gimmel,https://kanlivep2event-i.akamaihd.net/hls/live/749625/749625/master.m3u8
Kan Bet,https://kanlivep2event-i.akamaihd.net/hls/live/749624/749624/master.m3u8
Glz,http://glzwizzlv.bynetcdn.com/glz_mp3?awCollectionId=misc&awEpisodeId=glz
